Character,dialogue,season,chapter,to,ProD
Daenerys Targaryen, They will if their king does. They chose you to lead them. They chose you to protect them. Isn't their survival more important than your pride?,7,4,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, They will if their king does. They chose you to lead them. They chose you to protect them. Isn't their survival more important than your pride?"
Daenerys Targaryen, What is it?,7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, What is it?"
Tyrion Lannister, We took Casterly Rock.,7,4,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, We took Casterly Rock."
Daenerys Targaryen, That's very good to hear.,7,4,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, That's very good to hear."
Daenerys Targaryen, Isn't it?,7,4,Davos Seaworth,"Daenerys Targaryen,Davos Seaworth, Isn't it?"
Davos Seaworth, You'll want to discuss this amongst yourselves. Perhaps ,7,4,Daenerys Targaryen,"Davos Seaworth,Daenerys Targaryen, You'll want to discuss this amongst yourselves. Perhaps "
Daenerys Targaryen, You will stay. All my allies are gone. They've been taken from me while I've been sitting here on this island.,7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, You will stay. All my allies are gone. They've been taken from me while I've been sitting here on this island."
Tyrion Lannister, We still have the largest army.,7,4,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, We still have the largest army."
Daenerys Targaryen, Who won't be able to eat because Cersei has taken all the food from the Reach.,7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, Who won't be able to eat because Cersei has taken all the food from the Reach."
Tyrion Lannister, Call Grey Worm and the Unsullied back. We still have enough ships to carry the Dothraki to the mainland. Commit to the blockade of King's Landing. We have a plan. It's still the right plan.,7,4,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, Call Grey Worm and the Unsullied back. We still have enough ships to carry the Dothraki to the mainland. Commit to the blockade of King's Landing. We have a plan. It's still the right plan."
Daenerys Targaryen," The right plan? Your strategy has lost us Dorne, the Iron Islands and the Reach.",7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, The right plan? Your strategy has lost us Dorne, the Iron Islands and the Reach."
Tyrion Lannister, If I've underestimated our enemies ,7,4,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, If I've underestimated our enemies "
Daenerys Targaryen," Our enemies? Your family, you mean. Perhaps you don't want to hurt them after all.",7,4,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, Our enemies? Your family, you mean. Perhaps you don't want to hurt them after all."
Daenerys Targaryen, Enough with the clever plans.,7,4,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, Enough with the clever plans."
Daenerys Targaryen, I have three large dragons. I'm going to fly them to the Red Keep.,7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, I have three large dragons. I'm going to fly them to the Red Keep."
Tyrion Lannister, We've discussed this.,7,4,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, We've discussed this."
Daenerys Targaryen, My enemies are in the Red Keep. What kind of a queen am I if I'm not willing to risk my life to fight them?,7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, My enemies are in the Red Keep. What kind of a queen am I if I'm not willing to risk my life to fight them?"
Tyrion Lannister, A smart one.,7,4,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, A smart one."
Daenerys Targaryen, What do you think I should do?,7,4,Jon Snow,"Daenerys Targaryen,Jon Snow, What do you think I should do?"
Jon Snow, I would never presume to ,7,4,Daenerys Targaryen,"Jon Snow,Daenerys Targaryen, I would never presume to "
Daenerys Targaryen, I'm at war. I'm losing.,7,4,Jon Snow,"Daenerys Targaryen,Jon Snow, I'm at war. I'm losing."
Jon Snow, I never thought that dragons would exist again. No one did. The people who follow you know that you made something impossible happen. Maybe that helps them believe that you can make other impossible things happen. Build a world that's different from the shit one they've always known.,7,4,Jon Snow,"Jon Snow,Jon Snow, I never thought that dragons would exist again. No one did. The people who follow you know that you made something impossible happen. Maybe that helps them believe that you can make other impossible things happen. Build a world that's different from the shit one they've always known."
Jon Snow," But if you use them to melt castles and burn cities, you're not different. You're just more of the same.",7,4,Brienne Of Tarth,"Jon Snow,Brienne Of Tarth, But if you use them to melt castles and burn cities, you're not different. You're just more of the same."
Brienne Of Tarth, Don't lunge.,7,4,Brienne Of Tarth,"Brienne Of Tarth,Brienne Of Tarth, Don't lunge."
Brienne Of Tarth, Don't go where your enemy leads you.,7,4,Brienne Of Tarth,"Brienne Of Tarth,Brienne Of Tarth, Don't go where your enemy leads you."
Brienne Of Tarth, Up.,7,4,Brienne Of Tarth,"Brienne Of Tarth,Brienne Of Tarth, Up."
Brienne Of Tarth, And don't ,7,4,Arya Stark,"Brienne Of Tarth,Arya Stark, And don't "
Arya Stark, Don't fight someone like her in the first place.,7,4,Brienne Of Tarth,"Arya Stark,Brienne Of Tarth, Don't fight someone like her in the first place."
Brienne Of Tarth, Nice sword. Very nice dagger.,7,4,Sansa Stark,"Brienne Of Tarth,Sansa Stark, Nice sword. Very nice dagger."
Sansa Stark, If they haven't contributed the right amount of grain to the stores then I'm afraid they'll have to make due with ,7,4,Arya Stark,"Sansa Stark,Arya Stark, If they haven't contributed the right amount of grain to the stores then I'm afraid they'll have to make due with "
Arya Stark, It's been awhile since I've trained.,7,4,Brienne Of Tarth,"Arya Stark,Brienne Of Tarth, It's been awhile since I've trained."
Brienne Of Tarth," I can go and find the Master of Arms for you, My Lady.",7,4,Arya Stark,"Brienne Of Tarth,Arya Stark, I can go and find the Master of Arms for you, My Lady."
Arya Stark, He didn't beat the hound. You did. I want to train with you.,7,4,Arya Stark,"Arya Stark,Arya Stark, He didn't beat the hound. You did. I want to train with you."
Arya Stark," You swore to serve both of my mother's daughters, didn't you?",7,4,Brienne Of Tarth,"Arya Stark,Brienne Of Tarth, You swore to serve both of my mother's daughters, didn't you?"
Brienne Of Tarth," Move aside, Podrick.",7,4,Brienne Of Tarth,"Brienne Of Tarth,Brienne Of Tarth, Move aside, Podrick."
Brienne Of Tarth," You can't use that, My Lady. It's too small.",7,4,Arya Stark,"Brienne Of Tarth,Arya Stark, You can't use that, My Lady. It's too small."
Arya Stark, I won't cut you. Don't worry.,7,4,Brienne Of Tarth,"Arya Stark,Brienne Of Tarth, I won't cut you. Don't worry."
Brienne Of Tarth, I'll try not to.,7,4,Brienne Of Tarth,"Brienne Of Tarth,Brienne Of Tarth, I'll try not to."
Brienne Of Tarth, Who taught you to do that?,7,4,Arya Stark,"Brienne Of Tarth,Arya Stark, Who taught you to do that?"
Arya Stark, No one.,7,4,Davos Seaworth,"Arya Stark,Davos Seaworth, No one."
Davos Seaworth, What do you think of her?,7,4,Jon Snow,"Davos Seaworth,Jon Snow, What do you think of her?"
Jon Snow, Who?,7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, Who?"
Davos Seaworth, I believe you know of whom I speak.,7,4,Jon Snow,"Davos Seaworth,Jon Snow, I believe you know of whom I speak."
Jon Snow, I think she has a good heart.,7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, I think she has a good heart."
Davos Seaworth, A good heart? I've noticed you starring at that good heart.,7,4,Jon Snow,"Davos Seaworth,Jon Snow, A good heart? I've noticed you starring at that good heart."
Jon Snow," There's no time for that. I saw the Night King, Davos. I looked into his eyes. How many men do we have in the north to fight him? 10,000? Less?",7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, There's no time for that. I saw the Night King, Davos. I looked into his eyes. How many men do we have in the north to fight him? 10,000? Less?"
Davos Seaworth, Fewer.,7,4,Jon Snow,"Davos Seaworth,Jon Snow, Fewer."
Jon Snow, What?,7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, What?"
Davos Seaworth," Speaking of good hearts, Missandei of Naarth.",7,4,Missandei,"Davos Seaworth,Missandei, Speaking of good hearts, Missandei of Naarth."
Missandei," Ser Davos, Lord Snow.",7,4,Davos Seaworth,"Missandei,Davos Seaworth, Ser Davos, Lord Snow."
Davos Seaworth," King Snow, isn't it? No? That doesn't sound right. King Jon?",7,4,Jon Snow,"Davos Seaworth,Jon Snow, King Snow, isn't it? No? That doesn't sound right. King Jon?"
Jon Snow, It doesn't matter.,7,4,Missandei,"Jon Snow,Missandei, It doesn't matter."
Missandei," Forgive me, but may I ask a question?",7,4,Jon Snow,"Missandei,Jon Snow, Forgive me, but may I ask a question?"
Jon Snow, Of course.,7,4,Missandei,"Jon Snow,Missandei, Of course."
Missandei," Your name is Jon Snow, but your father's name was Ned Stark?",7,4,Jon Snow,"Missandei,Jon Snow, Your name is Jon Snow, but your father's name was Ned Stark?"
Jon Snow, I'm a bastard. My mother and father weren't married.,7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, I'm a bastard. My mother and father weren't married."
Davos Seaworth, Is the custom different in Naarth?,7,4,Missandei,"Davos Seaworth,Missandei, Is the custom different in Naarth?"
Missandei, We don't have marriage in Naarth so the concept of a bastard doesn't exist.,7,4,Davos Seaworth,"Missandei,Davos Seaworth, We don't have marriage in Naarth so the concept of a bastard doesn't exist."
Davos Seaworth, The sounds liberating.,7,4,Jon Snow,"Davos Seaworth,Jon Snow, The sounds liberating."
Jon Snow, Why did you leave your homeland?,7,4,Missandei,"Jon Snow,Missandei, Why did you leave your homeland?"
Missandei, I was stolen away by slavers.,7,4,Jon Snow,"Missandei,Jon Snow, I was stolen away by slavers."
Jon Snow, I'm sorry.,7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, I'm sorry."
Davos Seaworth," If I may, how did a slave girl come to advise Daenerys Targaryen?",7,4,Missandei,"Davos Seaworth,Missandei, If I may, how did a slave girl come to advise Daenerys Targaryen?"
Missandei, She bought me from my master and set me free.,7,4,Davos Seaworth,"Missandei,Davos Seaworth, She bought me from my master and set me free."
Davos Seaworth," That was good of her. Of course you're serving her now, aren't you?",7,4,Missandei,"Davos Seaworth,Missandei, That was good of her. Of course you're serving her now, aren't you?"
Missandei, I serve my queen because I want to serve my queen. Because I believe in her.,7,4,Jon Snow,"Missandei,Jon Snow, I serve my queen because I want to serve my queen. Because I believe in her."
Jon Snow, And if you wanted to sail home to Naarth tomorrow ,7,4,Missandei,"Jon Snow,Missandei, And if you wanted to sail home to Naarth tomorrow "
Missandei, Then she would give me a ship and wish me good fortune.,7,4,Jon Snow,"Missandei,Jon Snow, Then she would give me a ship and wish me good fortune."
Jon Snow, You believe that?,7,4,Missandei,"Jon Snow,Missandei, You believe that?"
Missandei," I know it. All of us who came with her from Essos, we believe in her. She's not our queen because she's the daughter of some king we never knew. She's the queen we chose.",7,4,Davos Seaworth,"Missandei,Davos Seaworth, I know it. All of us who came with her from Essos, we believe in her. She's not our queen because she's the daughter of some king we never knew. She's the queen we chose."
Davos Seaworth, You'll forgive me if I switch sides.,7,4,Jon Snow,"Davos Seaworth,Jon Snow, You'll forgive me if I switch sides."
Jon Snow, Is that a Greyjoy ship?,7,4,Theon Greyjoy,"Jon Snow,Theon Greyjoy, Is that a Greyjoy ship?"
Theon Greyjoy, Jon. I didn't know you were here.,7,4,Theon Greyjoy,"Theon Greyjoy,Theon Greyjoy, Jon. I didn't know you were here."
Theon Greyjoy," Sansa, is she all right?",7,4,Jon Snow,"Theon Greyjoy,Jon Snow, Sansa, is she all right?"
Jon Snow, What you did for her is the only reason I'm not killing you.,7,4,Davos Seaworth,"Jon Snow,Davos Seaworth, What you did for her is the only reason I'm not killing you."
Davos Seaworth, We heard your uncle attacked your fleet. We thought you were dead.,7,4,Theon Greyjoy,"Davos Seaworth,Theon Greyjoy, We heard your uncle attacked your fleet. We thought you were dead."
Theon Greyjoy, I should be.,7,4,Davos Seaworth,"Theon Greyjoy,Davos Seaworth, I should be."
Davos Seaworth, Your sister?,7,4,Theon Greyjoy,"Davos Seaworth,Theon Greyjoy, Your sister?"
Theon Greyjoy, Euron has her. I came to ask the queen to help get her back.,7,4,Jon Snow,"Theon Greyjoy,Jon Snow, Euron has her. I came to ask the queen to help get her back."
Jon Snow, The queen is gone.,7,4,Theon Greyjoy,"Jon Snow,Theon Greyjoy, The queen is gone."
Theon Greyjoy, Where did she go?,7,4,Randyll,"Theon Greyjoy,Randyll, Where did she go?"
Randyll, All of the gold is safely through the gates of King's Landing.,7,4,Jaime Lannister,"Randyll,Jaime Lannister, All of the gold is safely through the gates of King's Landing."
Jaime Lannister, Good.,7,4,Randyll,"Jaime Lannister,Randyll, Good."
Randyll," We need to get the last of these wagons over the Blackwater Rush before nightfall. If the head of the line is ambushed, the tail will never be able to reinforce in time.",7,4,Jaime Lannister,"Randyll,Jaime Lannister, We need to get the last of these wagons over the Blackwater Rush before nightfall. If the head of the line is ambushed, the tail will never be able to reinforce in time."
Jaime Lannister, We are stretched a bit thin.,7,4,Randyll,"Jaime Lannister,Randyll, We are stretched a bit thin."
Randyll," With your permission, flogging stragglers has a marked effect on mobility.",7,4,Jaime Lannister,"Randyll,Jaime Lannister, With your permission, flogging stragglers has a marked effect on mobility."
Jaime Lannister, Let's give them fair warning first. These men fought well at Highgarden.,7,4,Dickon,"Jaime Lannister,Dickon, Let's give them fair warning first. These men fought well at Highgarden."
Dickon, Ser Jaime.,7,4,Jaime Lannister,"Dickon,Jaime Lannister, Ser Jaime."
Jaime Lannister, Rickon.,7,4,Dickon,"Jaime Lannister,Dickon, Rickon."
Dickon, Dickon.,7,4,Jaime Lannister,"Dickon,Jaime Lannister, Dickon."
Jaime Lannister, I hear you fought bravely at Highgarden. Your first battle?,7,4,Jaime Lannister,"Jaime Lannister,Jaime Lannister, I hear you fought bravely at Highgarden. Your first battle?"
Jaime Lannister, And?,7,4,Dickon,"Jaime Lannister,Dickon, And?"
Dickon, It was glorious.,7,4,Bronn Of The Blackwater,"Dickon,Bronn Of The Blackwater, It was glorious."
Bronn Of The Blackwater, Come on. Your father's not here.,7,4,Dickon,"Bronn Of The Blackwater,Dickon, Come on. Your father's not here."
Dickon, All my life we've been pledged to House Tyrell. I knew some of those men. I hunted with them.,7,4,Jaime Lannister,"Dickon,Jaime Lannister, All my life we've been pledged to House Tyrell. I knew some of those men. I hunted with them."
Jaime Lannister, They didn't deserve to die. But Lady Olenna chose to betray the queen and support the Targaryen girl. So here we are.,7,4,Dickon,"Jaime Lannister,Dickon, They didn't deserve to die. But Lady Olenna chose to betray the queen and support the Targaryen girl. So here we are."
Dickon, I didn't expect it to smell like that.,7,4,Bronn Of The Blackwater,"Dickon,Bronn Of The Blackwater, I didn't expect it to smell like that."
Bronn Of The Blackwater, Men shit themselves when they die. Didn't they teach you that at fancy lad school?,7,4,Bronn Of The Blackwater,"Bronn Of The Blackwater,Bronn Of The Blackwater, Men shit themselves when they die. Didn't they teach you that at fancy lad school?"
Bronn Of The Blackwater," Well, I learned it when I was 5.",7,4,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, Well, I learned it when I was 5."
Jaime Lannister, What?,7,4,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, What?"
Bronn Of The Blackwater, Listen.,7,4,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, Listen."
Jaime Lannister, Spears and shields! Spears and shields!,7,4,Jaime Lannister,"Jaime Lannister,Jaime Lannister, Spears and shields! Spears and shields!"
Jaime Lannister, Spears and shields!,7,4,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, Spears and shields!"
Bronn Of The Blackwater, In line now!,7,4,Randyll,"Bronn Of The Blackwater,Randyll, In line now!"
Randyll," Come on, lads. Not those wagons. Fall in line. Fall in line.",7,4,Randyll,"Randyll,Randyll, Come on, lads. Not those wagons. Fall in line. Fall in line."
Randyll, Spears armed!,7,4,Bronn Of The Blackwater,"Randyll,Bronn Of The Blackwater, Spears armed!"
Bronn Of The Blackwater, Get back to King's Landing.,7,4,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, Get back to King's Landing."
Jaime Lannister, I'm not abandoning my army.,7,4,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, I'm not abandoning my army."
Bronn Of The Blackwater," You're a commander, not a damned infantryman. These fuckers are about to swamp us.",7,4,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, You're a commander, not a damned infantryman. These fuckers are about to swamp us."
Jaime Lannister, We can hold them off.,7,4,Daenerys Targaryen,"Jaime Lannister,Daenerys Targaryen, We can hold them off."
Daenerys Targaryen, Dracarys!,7,4,Jaime Lannister,"Daenerys Targaryen,Jaime Lannister, Dracarys!"
Jaime Lannister, Hold the line!,7,4,Jaime Lannister,"Jaime Lannister,Jaime Lannister, Hold the line!"
Jaime Lannister, Archers! Archers with me!,7,4,Jaime Lannister,"Jaime Lannister,Jaime Lannister, Archers! Archers with me!"
Jaime Lannister, Knock!,7,4,Archers,"Jaime Lannister,Archers, Knock!"
Archers, Knock! Draw!,7,4,Jaime Lannister,"Archers,Jaime Lannister, Knock! Draw!"
Jaime Lannister, Loose!,7,4,Jaime Lannister,"Jaime Lannister,Jaime Lannister, Loose!"
Jaime Lannister, Qyburn's scorpion is over there.,7,4,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, Qyburn's scorpion is over there."
Bronn Of The Blackwater, Go get it then.,7,4,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, Go get it then."
Jaime Lannister, I can't shoot with one hand.,7,4,Jaime Lannister,"Jaime Lannister,Jaime Lannister, I can't shoot with one hand."
Jaime Lannister, Come on!,7,4,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, Come on!"
Bronn Of The Blackwater, Where are you?,7,4,Guard,"Bronn Of The Blackwater,Guard, Where are you?"
Guard, Your people can't fight.,7,4,Jaime Lannister,"Guard,Jaime Lannister, Your people can't fight."
Jaime Lannister, Take cover!,7,4,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, Take cover!"
Bronn Of The Blackwater, Come on you fucker.,7,4,Daenerys Targaryen,"Bronn Of The Blackwater,Daenerys Targaryen, Come on you fucker."
Daenerys Targaryen, Dracarys!,7,4,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, Dracarys!"
Tyrion Lannister," Flee, you idiot!",7,4,Jaime Lannister,"Tyrion Lannister,Jaime Lannister, Flee, you idiot!"
Jaime Lannister," Come on, boy. Come on!",7,4,Tyrion Lannister,"Jaime Lannister,Tyrion Lannister, Come on, boy. Come on!"
Tyrion Lannister, You fucking idiot.,7,4,Jaime Lannister,"Tyrion Lannister,Jaime Lannister, You fucking idiot."
Jaime Lannister, You could have killed me.,7,5,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, You could have killed me."
Bronn Of The Blackwater, What the fuck were you doing back there?,7,5,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, What the fuck were you doing back there?"
Jaime Lannister, Ending the war by killing her.,7,5,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, Ending the war by killing her."
Bronn Of The Blackwater, You saw the dragon between you and her?,7,5,Bronn Of The Blackwater,"Bronn Of The Blackwater,Bronn Of The Blackwater, You saw the dragon between you and her?"
Bronn Of The Blackwater, And?,7,5,Bronn Of The Blackwater,"Bronn Of The Blackwater,Bronn Of The Blackwater, And?"
Bronn Of The Blackwater," Listen to me, cunt. Till I get what I'm owed, a dragon doesn't get to kill you. You don't get to kill you. Only I get to kill you.",7,5,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, Listen to me, cunt. Till I get what I'm owed, a dragon doesn't get to kill you. You don't get to kill you. Only I get to kill you."
Jaime Lannister," That was only one of them. She has two more. If she decides to use them, to really use them ",7,5,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, That was only one of them. She has two more. If she decides to use them, to really use them "
Bronn Of The Blackwater, You're fucked.,7,5,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, You're fucked."
Jaime Lannister, Don't you mean we're fucked?,7,5,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, Don't you mean we're fucked?"
Bronn Of The Blackwater," No, I do not. Dragons are where our partnership ends. I'm not going to be around when those things start spitting fire on King's Landing.",7,5,Jaime Lannister,"Bronn Of The Blackwater,Jaime Lannister, No, I do not. Dragons are where our partnership ends. I'm not going to be around when those things start spitting fire on King's Landing."
Jaime Lannister, I have to tell Cersei.,7,5,Bronn Of The Blackwater,"Jaime Lannister,Bronn Of The Blackwater, I have to tell Cersei."
Bronn Of The Blackwater, Best well jump back in that river.,7,5,Daenerys Targaryen,"Bronn Of The Blackwater,Daenerys Targaryen, Best well jump back in that river."
Daenerys Targaryen," I know what Cersei has told you, that I've come to destroy your cities ",7,5,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, I know what Cersei has told you, that I've come to destroy your cities "
Daenerys Targaryen,"  burn down your homes, murder you and orphan your children. That's Cersei Lannister, not me. I'm not here to murder. And all I want to destroy is the wheel that is rolled over rich and poor to the benefit of no one but the Cersei Lannisters of the world. I offer you a choice. Bend the knee and join me. Together we will leave the world a better place than we found it, or refuse and die.",7,5,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen,  burn down your homes, murder you and orphan your children. That's Cersei Lannister, not me. I'm not here to murder. And all I want to destroy is the wheel that is rolled over rich and poor to the benefit of no one but the Cersei Lannisters of the world. I offer you a choice. Bend the knee and join me. Together we will leave the world a better place than we found it, or refuse and die."
Daenerys Targaryen," Step forward, My Lord.",7,5,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, Step forward, My Lord."
Daenerys Targaryen, You will not kneel?,7,5,Randyll,"Daenerys Targaryen,Randyll, You will not kneel?"
Randyll, I already have a queen.,7,5,Tyrion Lannister,"Randyll,Tyrion Lannister, I already have a queen."
Tyrion Lannister," My sister, she wasn't your queen until recently though, was she, until she murdered your rightful queen and destroyed House Tyrell for all time. So it appears your allegiances are somewhat flexible.",7,5,Randyll,"Tyrion Lannister,Randyll, My sister, she wasn't your queen until recently though, was she, until she murdered your rightful queen and destroyed House Tyrell for all time. So it appears your allegiances are somewhat flexible."
Randyll," There are no easy choices in war. Say what you will about your sister, she was born in Westeros, has lived here all her life. You on the other hand, you murdered your own father and chose to support a foreign invader. One with no ties to this land, an army of savages at her back.",7,5,Daenerys Targaryen,"Randyll,Daenerys Targaryen, There are no easy choices in war. Say what you will about your sister, she was born in Westeros, has lived here all her life. You on the other hand, you murdered your own father and chose to support a foreign invader. One with no ties to this land, an army of savages at her back."
Daenerys Targaryen, You will not trade your honor for your life. I respect that.,7,5,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, You will not trade your honor for your life. I respect that."
Tyrion Lannister," Perhaps he could take the black, Your Grace. Whatever else he is, he is a true soldier. He would be invaluable at the Wall.",7,5,Randyll,"Tyrion Lannister,Randyll, Perhaps he could take the black, Your Grace. Whatever else he is, he is a true soldier. He would be invaluable at the Wall."
Randyll, You cannot send me to the Wall. You are not my queen.,7,5,Dickon,"Randyll,Dickon, You cannot send me to the Wall. You are not my queen."
Dickon, You will have to kill me too.,7,5,Randyll,"Dickon,Randyll, You will have to kill me too."
Randyll, Step back and shut your mouth.,7,5,Daenerys Targaryen,"Randyll,Daenerys Targaryen, Step back and shut your mouth."
Daenerys Targaryen, Who are you?,7,5,Randyll,"Daenerys Targaryen,Randyll, Who are you?"
Randyll, A stupid boy.,7,5,Dickon,"Randyll,Dickon, A stupid boy."
Dickon," I'm Dickon Tarley, son of Randyll Tarley.",7,5,Tyrion Lannister,"Dickon,Tyrion Lannister, I'm Dickon Tarley, son of Randyll Tarley."
Tyrion Lannister, You are the future of your house. This war has already wiped one great house from the world. Don't let it happen again. Bend the knee.,7,5,Dickon,"Tyrion Lannister,Dickon, You are the future of your house. This war has already wiped one great house from the world. Don't let it happen again. Bend the knee."
Dickon, I will not.,7,5,Tyrion Lannister,"Dickon,Tyrion Lannister, I will not."
Tyrion Lannister," Your Grace, nothing strips bold notions from a man's head like a few weeks in a dark cell.",7,5,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, Your Grace, nothing strips bold notions from a man's head like a few weeks in a dark cell."
Daenerys Targaryen, I meant what I said. I'm not here to put men in chains. If that becomes an option many will take it. I gave them a choice. They made it.,7,5,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, I meant what I said. I'm not here to put men in chains. If that becomes an option many will take it. I gave them a choice. They made it."
Tyrion Lannister," Your Grace, if you begin beheading entire families ",7,5,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, Your Grace, if you begin beheading entire families "
Daenerys Targaryen, I'm not beheading anyone.,7,5,Tyrion Lannister,"Daenerys Targaryen,Tyrion Lannister, I'm not beheading anyone."
Tyrion Lannister, Your Grace ,7,5,Daenerys Targaryen,"Tyrion Lannister,Daenerys Targaryen, Your Grace "
Daenerys Targaryen," Lord Randyll Tarley, Dickon Tarley, I, Daenerys of House Targaryen, First of my name, Breaker of Chains and Mother of Dragons, sentence you to die.",7,5,Daenerys Targaryen,"Daenerys Targaryen,Daenerys Targaryen, Lord Randyll Tarley, Dickon Tarley, I, Daenerys of House Targaryen, First of my name, Breaker of Chains and Mother of Dragons, sentence you to die."
Daenerys Targaryen, Dracarys.,7,5,Qyburn,"Daenerys Targaryen,Qyburn, Dracarys."
Qyburn, My Lord.,7,5,Cersei Lannister,"Qyburn,Cersei Lannister, My Lord."
Cersei Lannister, How many men did we lose?,7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, How many men did we lose?"
Jaime Lannister, We haven't done a full counting.,7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, We haven't done a full counting."
Cersei Lannister," It's armies that win wars. We have the Tyrell gold, we have the Iron Bank behind us. We can buy mercenaries.",7,5,Cersei Lannister,"Cersei Lannister,Cersei Lannister, It's armies that win wars. We have the Tyrell gold, we have the Iron Bank behind us. We can buy mercenaries."
Cersei Lannister," They're not the same as our men but they'll fight if they're well paid, which they will be.",7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, They're not the same as our men but they'll fight if they're well paid, which they will be."
Jaime Lannister," I just saw the Dothraki fight. They'll beat any mercenary army. They'll beat any army I've ever seen. Killing our men wasn't war for them, it was sport. Her dragon burned a thousand wagons. Qyburn's scorpion fired bolts bigger than you. They couldn't stop it. And she has three of them. This isn't a war we can win.",7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, I just saw the Dothraki fight. They'll beat any mercenary army. They'll beat any army I've ever seen. Killing our men wasn't war for them, it was sport. Her dragon burned a thousand wagons. Qyburn's scorpion fired bolts bigger than you. They couldn't stop it. And she has three of them. This isn't a war we can win."
Cersei Lannister," So what do we do? Sue for peace? I sit on her father's throne, the father you betrayed and murdered. And in her mind she's winning. What sort of offer do you think she'd make?",7,5,Cersei Lannister,"Cersei Lannister,Cersei Lannister, So what do we do? Sue for peace? I sit on her father's throne, the father you betrayed and murdered. And in her mind she's winning. What sort of offer do you think she'd make?"
Cersei Lannister, Maybe we can count on Tyrion to intercede on our behalf by way of apology for murdering our father and our son.,7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, Maybe we can count on Tyrion to intercede on our behalf by way of apology for murdering our father and our son."
Jaime Lannister, He didn't.,7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, He didn't."
Cersei Lannister," You saw the crossbow, you saw his body.",7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, You saw the crossbow, you saw his body."
Jaime Lannister, I'm not talking about father. Tyrion didn't kill Joffrey. He had nothing to do with it.,7,5,Cersei Lannister,"Jaime Lannister,Cersei Lannister, I'm not talking about father. Tyrion didn't kill Joffrey. He had nothing to do with it."
Cersei Lannister, After all this time it still amazes me ,7,5,Jaime Lannister,"Cersei Lannister,Jaime Lannister, After all this time it still amazes me "
